Player,Season,Age,Team,G,GS,AV,Pos
Ty Montgomery,2019,26,NYJ,16,2,1,WR
Dante Pettis,2019,24,SFO,11,4,1,WR
Trey Quinn,2019,24,WAS,12,6,1,WR
Kalif Raymond,2019,25,TEN,8,1,1,WR
Riley Ridley,2019,23,CHI,5,0,1,WR
Trent Sherfield,2019,23,ARI,16,1,1,WR
Devin Smith,2019,27,DAL,4,2,1,WR
Justin Watson,2019,23,TAM,16,2,1,WR
Damion Willis,2019,22,CIN,10,2,1,WR
Duke Williams,2019,27,BUF,4,3,1,WR
Javon Wims,2019,25,CHI,16,6,1,WR
Olamide Zaccheaus,2019,22,ATL,10,0,1,WR
Brandon Zylstra,2019,26,CAR,8,0,1,WR
Josh Bellamy,2019,30,NYJ,7,0,0,WR
Travis Benjamin,2019,30,LAC,5,2,0,WR
C.J. Board,2019,26,JAX,4,0,0,WR
Daniel Brown,2019,27,NYJ,16,5,0,WR
Fred Brown,2019,26,DEN,13,1,0,WR
Ventell Bryant,2019,23,DAL,12,0,0,WR
Deontay Burnett,2019,22,PHI,1,1,0,WR
Deante Burton,2019,25,DAL,3,0,0,WR
Austin Carr,2019,26,NOR,6,3,0,WR
Cody Core,2019,25,NYG,16,0,0,WR
Michael Crabtree,2019,32,ARI,2,1,0,WR
River Cracraft,2019,25,DEN,1,0,0,WR
Davion Davis,2019,23,MIN,2,0,0,WR
Geremy Davis,2019,27,LAC,7,1,0,WR
Mike Davis,2019,26,"CAR,CHI",12,1,0,WR
Rashard Davis,2019,24,TEN,1,0,0,WR
Robert Davis,2019,24,"PHI,WAS",6,3,0,WR
Gehrig Dieter,2019,26,KAN,2,0,0,WR
Josh Doctson,2019,27,MIN,1,0,0,WR
Greg Dortch,2019,21,CAR,2,0,0,WR
Ashton Dulin,2019,22,IND,13,0,0,WR
Quincy Enunwa,2019,27,NYJ,1,1,0,WR
D.J. Foster,2019,26,ARI,6,0,0,WR
Travis Fulgham,2019,24,DET,3,0,0,WR
Devin Funchess,2019,25,IND,1,1,0,WR
Ryan Grant,2019,29,OAK,2,1,0,WR
Cyril Grayson,2019,26,TAM,2,0,0,WR
Jalen Guyton,2019,22,LAC,3,0,0,WR
Dwayne Harris,2019,32,OAK,3,0,0,WR
Rashard Higgins,2019,25,CLE,10,1,0,WR
Chris Hogan,2019,32,CAR,7,1,0,WR
Krishawn Hogan,2019,24,NOR,8,0,0,WR
Alexander Hollins,2019,23,MIN,5,1,0,WR
Cody Hollister,2019,26,TEN,5,0,0,WR
Davante Adams,2020,28,GNB,14,14,16,WR
Stefon Diggs,2020,27,BUF,16,15,15,WR
A.J. Brown,2020,23,TEN,14,12,13,WR
Justin Jefferson,2020,21,MIN,16,14,13,WR
D.K. Metcalf,2020,23,SEA,16,16,13,WR
Tyreek Hill,2020,26,KAN,15,15,12,WR
DeAndre Hopkins,2020,28,ARI,16,16,12,WR
Corey Davis,2020,25,TEN,14,12,11,WR
Calvin Ridley,2020,26,ATL,15,15,11,WR
Allen Robinson,2020,27,CHI,16,16,11,WR
Tyler Lockett,2020,28,SEA,16,16,10,WR
D.J. Moore,2020,23,CAR,15,14,10,WR
Chosen Anderson,2020,27,CAR,16,16,9,WR
Cole Beasley,2020,31,BUF,15,10,9,WR
Marquise Brown,2020,23,BAL,16,14,9,WR
Brandin Cooks,2020,27,HOU,15,15,9,WR
Amari Cooper,2020,26,DAL,16,15,9,WR
Mike Evans,2020,27,TAM,16,16,9,WR
CeeDee Lamb,2020,21,DAL,16,14,9,WR
Jarvis Landry,2020,28,CLE,15,14,9,WR
Nelson Agholor,2020,27,LVR,16,13,8,WR
Keenan Allen,2020,28,LAC,14,13,8,WR
Chase Claypool,2020,22,PIT,16,6,8,WR
Chris Godwin,2020,24,TAM,12,12,8,WR
Diontae Johnson,2020,24,PIT,15,13,8,WR
Marvin Jones,2020,30,DET,16,16,8,WR
Terry McLaurin,2020,25,WAS,15,15,8,WR
Curtis Samuel,2020,24,CAR,15,5,8,WR
Adam Thielen,2020,30,MIN,15,15,8,WR
Marquez Valdes-Scantling,2020,26,GNB,16,12,8,WR
Tyler Boyd,2020,26,CIN,15,8,7,WR
Will Fuller,2020,26,HOU,11,11,7,WR
Russell Gage,2020,24,ATL,16,8,7,WR
Michael Gallup,2020,24,DAL,16,15,7,WR
Tee Higgins,2020,21,CIN,16,14,7,WR
Taysom Hill,2020,30,NOR,16,8,7,WR/QB
T.Y. Hilton,2020,31,IND,15,15,7,WR
Cooper Kupp,2020,27,LAR,15,12,7,WR
Jakobi Meyers,2020,24,NWE,14,9,7,WR
DeVante Parker,2020,27,MIA,14,11,7,WR
Emmanuel Sanders,2020,33,NOR,14,5,7,WR
JuJu Smith-Schuster,2020,24,PIT,16,14,7,WR
Robert Woods,2020,28,LAR,16,16,7,WR
Brandon Aiyuk,2020,22,SFO,12,11,6,WR
Damiere Byrd,2020,27,NWE,16,14,6,WR
Keelan Cole,2020,27,JAX,16,5,6,WR
Gabriel Davis,2020,21,BUF,16,11,6,WR
Mecole Hardman,2020,22,KAN,16,8,6,WR
Rashard Higgins,2020,26,CLE,13,6,6,WR
Jerry Jeudy,2020,21,DEN,16,14,6,WR
Julio Jones,2020,31,ATL,9,9,6,WR
Darnell Mooney,2020,23,CHI,16,9,6,WR
Zach Pascal,2020,26,IND,16,14,6,WR
Hunter Renfrow,2020,25,LVR,16,6,6,WR
Darius Slayton,2020,23,NYG,16,15,6,WR
Mike Williams,2020,26,LAC,15,11,6,WR
Danny Amendola,2020,35,DET,14,5,5,WR
Kendrick Bourne,2020,25,SFO,15,5,5,WR
Antonio Brown,2020,32,TAM,8,4,5,WR
DJ Chark,2020,24,JAX,13,12,5,WR
Jamison Crowder,2020,27,NYJ,12,7,5,WR
Christian Kirk,2020,24,ARI,14,10,5,WR
Allen Lazard,2020,25,GNB,10,9,5,WR
Scott Miller,2020,23,TAM,16,5,5,WR
David Moore,2020,25,SEA,16,6,5,WR
Tim Patrick,2020,27,DEN,15,15,5,WR
Michael Pittman Jr.,2020,23,IND,13,8,5,WR
Laviska Shenault Jr.,2020,22,JAX,14,12,5,WR
Sterling Shepard,2020,27,NYG,12,12,5,WR
Willie Snead,2020,28,BAL,13,8,5,WR
Odell Beckham Jr.,2020,28,CLE,7,7,4,WR
John Brown,2020,30,BUF,9,8,4,WR
Randall Cobb,2020,30,HOU,10,2,4,WR
Devin Duvernay,2020,23,BAL,16,3,4,WR
Larry Fitzgerald,2020,37,ARI,13,13,4,WR
Travis Fulgham,2020,25,PHI,13,8,4,WR
Jakeem Grant,2020,28,MIA,14,4,4,WR
A.J. Green,2020,32,CIN,16,14,4,WR
Jalen Guyton,2020,23,LAC,16,9,4,WR
Isaiah McKenzie,2020,25,BUF,16,7,4,WR
Anthony Miller,2020,26,CHI,16,6,4,WR
Cordarrelle Patterson,2020,29,CHI,16,3,4,WR
Breshad Perriman,2020,27,NYJ,12,12,4,WR
Jalen Reagor,2020,21,PHI,11,11,4,WR
Josh Reynolds,2020,25,LAR,16,13,4,WR
Demarcus Robinson,2020,26,KAN,16,9,4,WR
Henry Ruggs III,2020,21,LVR,13,12,4,WR
Cam Sims,2020,24,WAS,16,10,4,WR
Tre'Quan Smith,2020,24,NOR,14,10,4,WR
Michael Thomas,2020,27,NOR,7,5,4,WR
Sammy Watkins,2020,27,KAN,10,9,4,WR
Braxton Berrios,2020,25,NYJ,16,2,3,WR
Miles Boykin,2020,24,BAL,16,13,3,WR
Quintez Cephus,2020,22,DET,13,2,3,WR
Chris Conley,2020,28,JAX,15,4,3,WR
Keke Coutee,2020,23,HOU,8,4,3,WR
Julian Edelman,2020,34,NWE,6,1,3,WR
Kenny Golladay,2020,27,DET,5,5,3,WR
KJ Hamler,2020,21,DEN,13,4,3,WR
N'Keal Harry,2020,23,NWE,14,9,3,WR
Richie James,2020,25,SFO,11,7,3,WR
Tyron Johnson,2020,24,LAC,12,0,3,WR
Denzel Mims,2020,23,NYJ,9,8,3,WR
Donovan Peoples-Jones,2020,21,CLE,12,2,3,WR
Deebo Samuel,2020,24,SFO,7,5,3,WR
Golden Tate,2020,32,NYG,12,4,3,WR
Greg Ward,2020,25,PHI,16,10,3,WR
James Washington,2020,24,PIT,16,7,3,WR
Jamal Agnew,2020,25,DET,14,2,2,WR
Chad Beebe,2020,26,MIN,14,0,2,WR
Lynn Bowden Jr.,2020,23,MIA,10,4,2,WR
Marquez Callaway,2020,22,NOR,11,3,2,WR
Bryan Edwards,2020,22,LVR,12,3,2,WR
Isaiah Ford,2020,24,MIA,10,1,2,WR
Marvin Hall,2020,27,"CLE,DET",12,6,2,WR
DaeSean Hamilton,2020,25,DEN,16,2,2,WR
Chad Hansen,2020,25,HOU,5,2,2,WR
Deonte Harty,2020,23,NOR,9,2,2,WR
KhaDarel Hodge,2020,25,CLE,9,0,2,WR
Adam Humphries,2020,27,TEN,7,1,2,WR
Andy Isabella,2020,24,ARI,13,2,2,WR
DeSean Jackson,2020,34,PHI,5,5,2,WR
Van Jefferson,2020,24,LAR,16,0,2,WR
Collin Johnson,2020,23,JAX,14,0,2,WR
KeeSean Johnson,2020,24,ARI,8,1,2,WR
Marcus Johnson,2020,26,IND,11,3,2,WR
Olabisi Johnson,2020,23,MIN,16,3,2,WR
Tyler Johnson,2020,22,TAM,14,3,2,WR
Zay Jones,2020,25,LVR,16,2,2,WR
Gunner Olszewski,2020,24,NWE,13,2,2,WR
Byron Pringle,2020,27,KAN,13,3,2,WR
Kalif Raymond,2020,26,TEN,15,3,2,WR
Mohamed Sanu,2020,31,"DET,SFO",10,4,2,WR
Steven Sims,2020,23,WAS,12,2,2,WR
Freddie Swain,2020,22,SEA,16,1,2,WR
Preston Williams,2020,23,MIA,8,7,2,WR
Isaiah Wright,2020,23,WAS,14,6,2,WR
Olamide Zaccheaus,2020,23,ATL,11,2,2,WR
JJ Arcega-Whiteside,2020,24,PHI,8,0,1,WR
Cameron Batson,2020,25,TEN,12,1,1,WR
Christian Blake,2020,24,ATL,16,0,1,WR
C.J. Board,2020,27,NYG,14,4,1,WR
Ja'Marcus Bradley,2020,24,CLE,3,1,1,WR
Noah Brown,2020,24,DAL,16,1,1,WR
Dez Bryant,2020,32,BAL,6,0,1,WR
Parris Campbell,2020,23,IND,2,2,1,WR
Pharoh Cooper,2020,25,CAR,16,1,1,WR
Ashton Dulin,2020,23,IND,13,0,1,WR
Alex Erickson,2020,28,CIN,16,2,1,WR
Justin Hardee,2020,26,NOR,10,0,1,WR
DeMichael Harris,2020,22,IND,7,0,1,WR
John Hightower,2020,24,PHI,13,4,1,WR
Chris Hogan,2020,33,NYJ,5,4,1,WR
Mack Hollins,2020,27,MIA,16,2,1,WR
Dontrelle Inman,2020,31,WAS,10,2,1,WR
Alshon Jeffery,2020,30,PHI,7,2,1,WR
Austin Mack,2020,23,NYG,11,1,1,WR
Ray-Ray McCloud,2020,24,PIT,16,2,1,WR
Jaydon Mickens,2020,26,TAM,10,0,1,WR
Ty Montgomery,2020,27,NOR,6,1,1,WR
Malcolm Perry,2020,23,MIA,9,2,1,WR
Dante Pettis,2020,25,"NYG,SFO",7,1,1,WR
Brandon Powell,2020,25,ATL,15,1,1,WR
Damion Ratley,2020,25,NYG,5,0,1,WR
Darrius Shepherd,2020,25,GNB,8,0,1,WR
Jeff Smith,2020,23,NYJ,12,4,1,WR
Diontae Spencer,2020,28,DEN,11,0,1,WR
Equanimeous St. Brown,2020,24,GNB,12,1,1,WR
Kenny Stills,2020,28,HOU,10,0,1,WR
Geoff Swaim,2020,27,TEN,10,8,1,WR
Auden Tate,2020,23,CIN,9,2,1,WR
Malik Taylor,2020,25,GNB,15,1,1,WR
Trent Taylor,2020,26,SFO,12,1,1,WR
Mike Thomas,2020,26,CIN,14,0,1,WR
Quez Watkins,2020,22,PHI,6,0,1,WR
Justin Watson,2020,24,TAM,11,2,1,WR
Cedrick Wilson Jr.,2020,25,DAL,16,0,1,WR
Tavon Austin,2020,30,GNB,4,0,0,WR
Alex Bachman,2020,24,NYG,1,0,0,WR
Jeff Badet,2020,26,WAS,3,0,0,WR
Reggie Begelton,2020,27,GNB,1,0,0,WR
Daniel Brown,2020,28,NYJ,16,1,0,WR
Fred Brown,2020,27,DEN,1,0,0,WR
Tony Brown,2020,23,WAS,1,0,0,WR
Deontay Burnett,2020,23,PHI,2,0,0,WR
Deante Burton,2020,26,DAL,4,0,0,WR
Hakeem Butler,2020,24,PHI,2,0,0,WR
Lawrence Cager,2020,23,NYJ,2,1,0,WR
Deon Cain,2020,24,PIT,2,0,0,WR
Antonio Callaway,2020,23,MIA,5,1,0,WR
Austin Carr,2020,27,NOR,6,0,0,WR
DeAndre Carter,2020,27,"CHI,HOU",13,0,0,WR
Dan Chisena,2020,23,MIN,14,0,0,WR
Tyrie Cleveland,2020,23,DEN,10,0,0,WR
Matt Cole,2020,24,SFO,1,0,0,WR
Isaiah Coulter,2020,22,HOU,1,0,0,WR
River Cracraft,2020,26,SFO,9,1,0,WR
Gehrig Dieter,2020,27,KAN,4,0,0,WR
Keelan Doss,2020,24,LVR,1,0,0,WR
D.J. Foster,2020,27,ARI,10,0,0,WR
Cooper Kupp,2021,28,LAR,17,17,18,WR
Davante Adams,2021,29,GNB,16,16,15,WR
Deebo Samuel,2021,25,SFO,16,15,14,WR
Ja'Marr Chase,2021,21,CIN,17,17,13,WR
Justin Jefferson,2021,22,MIN,17,17,13,WR
Stefon Diggs,2021,28,BUF,17,17,12,WR
Tyreek Hill,2021,27,KAN,17,16,12,WR
Michael Pittman Jr.,2021,24,IND,17,17,12,WR
Keenan Allen,2021,29,LAC,16,16,11,WR
Tyler Lockett,2021,29,SEA,16,16,11,WR
Mike Williams,2021,27,LAC,16,14,11,WR
Chris Godwin,2021,25,TAM,14,14,10,WR
Tee Higgins,2021,22,CIN,14,14,10,WR
Christian Kirk,2021,25,ARI,17,11,10,WR
CeeDee Lamb,2021,22,DAL,16,13,10,WR
DeVonta Smith,2021,23,PHI,17,16,10,WR
Kendrick Bourne,2021,26,NWE,17,5,9,WR
Mike Evans,2021,28,TAM,16,16,9,WR
Diontae Johnson,2021,25,PIT,16,14,9,WR
Terry McLaurin,2021,26,WAS,17,17,9,WR
D.K. Metcalf,2021,24,SEA,17,17,9,WR
Jakobi Meyers,2021,25,NWE,17,16,9,WR
Darnell Mooney,2021,24,CHI,17,14,9,WR
D.J. Moore,2021,24,CAR,17,17,9,WR
Tyler Boyd,2021,27,CIN,16,10,8,WR
A.J. Brown,2021,24,TEN,13,13,8,WR
Marquise Brown,2021,24,BAL,16,16,8,WR
Brandin Cooks,2021,28,HOU,16,16,8,WR
A.J. Green,2021,33,ARI,16,9,8,WR
Van Jefferson,2021,25,LAR,17,17,8,WR
Hunter Renfrow,2021,26,LVR,17,9,8,WR
Amon-Ra St. Brown,2021,22,DET,17,9,8,WR
Brandon Aiyuk,2021,23,SFO,17,16,7,WR
Cole Beasley,2021,32,BUF,16,8,7,WR
Chase Claypool,2021,23,PIT,15,13,7,WR
Amari Cooper,2021,27,DAL,15,14,7,WR
Mecole Hardman,2021,23,KAN,17,8,7,WR
Courtland Sutton,2021,26,DEN,17,16,7,WR
Jaylen Waddle,2021,23,MIA,16,16,7,WR
Quez Watkins,2021,23,PHI,17,12,7,WR
Marquez Callaway,2021,23,NOR,17,11,6,WR
Russell Gage,2021,25,ATL,14,9,6,WR
DeAndre Hopkins,2021,29,ARI,10,10,6,WR
Tim Patrick,2021,28,DEN,16,16,6,WR
Emmanuel Sanders,2021,34,BUF,14,13,6,WR
Adam Thielen,2021,31,MIN,13,13,6,WR
Nelson Agholor,2021,28,NWE,15,13,5,WR
Odell Beckham Jr.,2021,29,"CLE,LAR",14,13,5,WR
Braxton Berrios,2021,26,NYJ,16,1,5,WR
Antonio Brown,2021,33,TAM,7,3,5,WR
Gabriel Davis,2021,22,BUF,16,4,5,WR
Deonte Harty,2021,24,NOR,13,1,5,WR
Marvin Jones,2021,31,JAX,17,16,5,WR
Jarvis Landry,2021,29,CLE,12,12,5,WR
Allen Lazard,2021,26,GNB,15,13,5,WR
J.D. McKissic,2021,28,WAS,11,3,5,WR
Rondale Moore,2021,21,ARI,14,7,5,WR
K.J. Osborn,2021,24,MIN,17,9,5,WR
Donovan Peoples-Jones,2021,22,CLE,14,9,5,WR
Byron Pringle,2021,28,KAN,17,5,5,WR
Kalif Raymond,2021,27,DET,16,14,5,WR
Nick Westbrook-Ikhine,2021,24,TEN,16,7,5,WR
Cedrick Wilson Jr.,2021,26,DAL,16,4,5,WR
Robert Woods,2021,29,LAR,9,9,5,WR
Chosen Anderson,2021,28,CAR,17,16,4,WR
Rashod Bateman,2021,22,BAL,12,4,4,WR
DeAndre Carter,2021,28,WAS,17,6,4,WR
Randall Cobb,2021,31,GNB,12,3,4,WR
Corey Davis,2021,26,NYJ,9,9,4,WR
Bryan Edwards,2021,23,LVR,16,12,4,WR
Michael Gallup,2021,25,DAL,9,8,4,WR
Kenny Golladay,2021,28,NYG,14,14,4,WR
Jalen Guyton,2021,24,LAC,16,2,4,WR
DeSean Jackson,2021,35,"LVR,LAR",16,4,4,WR
Jerry Jeudy,2021,22,DEN,10,5,4,WR
Julio Jones,2021,32,TEN,10,10,4,WR
Zay Jones,2021,26,LVR,17,9,4,WR
Elijah Moore,2021,21,NYJ,11,6,4,WR
DeVante Parker,2021,28,MIA,10,8,4,WR
Zach Pascal,2021,27,IND,16,13,4,WR
Josh Reynolds,2021,26,"DET,TEN",12,5,4,WR
Henry Ruggs III,2021,22,LVR,7,7,4,WR
Laviska Shenault Jr.,2021,23,JAX,16,10,4,WR
Marquez Valdes-Scantling,2021,27,GNB,11,7,4,WR
Jamal Agnew,2021,26,JAX,10,2,3,WR
Dan Arnold,2021,26,"CAR,JAX",11,4,3,WR
Damiere Byrd,2021,28,CHI,17,4,3,WR
Keelan Cole,2021,28,NYJ,15,11,3,WR
Nico Collins,2021,22,HOU,14,8,3,WR
Jamison Crowder,2021,28,NYJ,12,4,3,WR
Marquise Goodwin,2021,31,CHI,14,2,3,WR
T.Y. Hilton,2021,32,IND,10,9,3,WR
Adam Humphries,2021,28,WAS,17,11,3,WR
Tyler Johnson,2021,23,TAM,17,3,3,WR
Josh Palmer,2021,23,LAC,17,5,3,WR
Jalen Reagor,2021,22,PHI,17,13,3,WR
Allen Robinson,2021,28,CHI,12,11,3,WR
Chester Rogers,2021,27,TEN,16,2,3,WR
Tre'Quan Smith,2021,25,NOR,11,6,3,WR
Freddie Swain,2021,23,SEA,17,8,3,WR
Kadarius Toney,2021,22,NYG,10,4,3,WR
Laquon Treadwell,2021,26,JAX,12,7,3,WR
Sammy Watkins,2021,28,BAL,13,9,3,WR
Olamide Zaccheaus,2021,24,ATL,17,8,3,WR
Danny Amendola,2021,36,HOU,8,0,2,WR
Noah Brown,2021,25,DAL,13,1,2,WR
Parris Campbell,2021,24,IND,6,3,2,WR
Quintez Cephus,2021,23,DET,5,3,2,WR
Chris Conley,2021,29,HOU,16,10,2,WR
Ashton Dulin,2021,24,IND,17,1,2,WR
Devin Duvernay,2021,24,BAL,16,7,2,WR
Demetric Felton,2021,23,CLE,16,2,2,WR
Jakeem Grant,2021,29,"CHI,MIA",15,0,2,WR
Cyril Grayson,2021,28,TAM,5,3,2,WR
N'Keal Harry,2021,24,NWE,12,4,2,WR
Rashard Higgins,2021,27,CLE,15,4,2,WR
Mack Hollins,2021,28,MIA,17,3,2,WR
Lil'Jordan Humphrey,2021,23,NOR,10,4,2,WR
Jauan Jennings,2021,24,SFO,16,1,2,WR
Marcus Johnson,2021,27,TEN,7,3,2,WR
Ray-Ray McCloud,2021,25,PIT,16,5,2,WR
Isaiah McKenzie,2021,26,BUF,15,2,2,WR
Chris Moore,2021,28,HOU,12,1,2,WR
James Proche,2021,25,BAL,14,0,2,WR
Calvin Ridley,2021,27,ATL,5,5,2,WR
Demarcus Robinson,2021,27,KAN,17,10,2,WR
John Ross,2021,26,NYG,10,1,2,WR
Mohamed Sanu,2021,32,SFO,8,0,2,WR
Tajae Sharpe,2021,27,ATL,15,7,2,WR
Sterling Shepard,2021,28,NYG,7,6,2,WR
Cam Sims,2021,25,WAS,14,3,2,WR
Darius Slayton,2021,24,NYG,13,5,2,WR
James Washington,2021,25,PIT,15,2,2,WR
Antoine Wesley,2021,24,ARI,15,4,2,WR
Albert Wilson,2021,29,MIA,14,5,2,WR
Brandon Zylstra,2021,28,CAR,13,3,2,WR
Tavon Austin,2021,31,JAX,13,3,1,WR
Trinity Benson,2021,24,DET,8,2,1,WR
Ja'Marcus Bradley,2021,25,CLE,5,0,1,WR
Dyami Brown,2021,22,WAS,15,6,1,WR
DJ Chark,2021,25,JAX,4,4,1,WR
Phillip Dorsett,2021,28,"HOU,JAX,SEA",6,0,1,WR
D'Wayne Eskridge,2021,24,SEA,10,0,1,WR
Isaiah Ford,2021,25,MIA,13,2,1,WR
KJ Hamler,2021,22,DEN,3,2,1,WR
Justin Hardee,2021,27,NYJ,16,0,1,WR
Penny Hart,2021,25,SEA,17,0,1,WR
Kendall Hinton,2021,24,DEN,16,1,1,WR
KhaDarel Hodge,2021,26,DET,16,1,1,WR
Collin Johnson,2021,24,NYG,12,1,1,WR
Juwan Johnson,2021,25,NOR,14,2,1,WR
Tom Kennedy,2021,25,DET,12,0,1,WR
Terrace Marshall Jr.,2021,21,CAR,13,3,1,WR
Scott Miller,2021,24,TAM,9,0,1,WR
Dax Milne,2021,22,WAS,13,1,1,WR
Denzel Mims,2021,24,NYJ,11,3,1,WR
Ty Montgomery,2021,28,NOR,14,3,1,WR
Jason Moore,2021,26,LAC,2,1,1,WR
Breshad Perriman,2021,28,TAM,6,0,1,WR
Dante Pettis,2021,26,NYG,3,0,1,WR
Brandon Powell,2021,26,LAR,6,0,1,WR
Andre Roberts,2021,33,"HOU,LAC",16,0,1,WR
Amari Rodgers,2021,22,GNB,16,1,1,WR
Anthony Schwartz,2021,21,CLE,14,2,1,WR
Trent Sherfield,2021,25,SFO,17,1,1,WR
Ben Skowronek,2021,24,LAR,14,1,1,WR
Ihmir Smith-Marsette,2021,22,MIN,8,1,1,WR
Jeff Smith,2021,24,NYJ,12,3,1,WR
JuJu Smith-Schuster,2021,25,PIT,5,5,1,WR
Shi Smith,2021,23,CAR,6,0,1,WR
Equanimeous St. Brown,2021,25,GNB,13,2,1,WR
Kenny Stills,2021,29,NOR,13,4,1,WR
Malik Turner,2021,25,DAL,14,0,1,WR
Greg Ward,2021,26,PHI,17,0,1,WR
Dede Westbrook,2021,28,MIN,15,0,1,WR
Preston Williams,2021,24,MIA,8,3,1,WR
Juwann Winfree,2021,25,GNB,7,0,1,WR
Rodney Adams,2021,27,CHI,1,0,0,WR
Landen Akers,2021,24,LAR,2,0,0,WR
Geronimo Allison,2021,27,DET,3,1,0,WR
JJ Arcega-Whiteside,2021,24,PHI,16,2,0,WR
Marcell Ateman,2021,27,LVR,1,0,0,WR
Tutu Atwell,2021,22,LAR,8,0,0,WR
Alex Bachman,2021,25,NYG,3,0,0,WR
Kawaan Baker,2021,23,NOR,2,0,0,WR
Michael Bandy,2021,24,LAC,1,0,0,WR
Cameron Batson,2021,26,TEN,4,0,0,WR
Travis Benjamin,2021,32,SFO,10,0,0,WR
Tarik Black,2021,23,NYJ,1,0,0,WR
Christian Blake,2021,25,ATL,16,0,0,WR
C.J. Board,2021,28,NYG,6,1,0,WR
Miles Boykin,2021,25,BAL,8,0,0,WR
Daniel Brown,2021,29,NYJ,12,0,0,WR
John Brown,2021,31,"DEN,JAX,TAM",4,0,0,WR
Deante Burton,2021,27,DAL,1,0,0,WR
Lawrence Cager,2021,24,CLE,1,0,0,WR
Jalen Camp,2021,23,HOU,3,1,0,WR
Dan Chisena,2021,24,MIN,11,0,0,WR
Tyrie Cleveland,2021,24,DEN,7,0,0,WR
Matt Cole,2021,25,CAR,1,0,0,WR
A.J. Brown,2022,25,PHI,17,16,16,WR
Stefon Diggs,2022,29,BUF,16,16,15,WR
Tyreek Hill,2022,28,MIA,17,17,15,WR
Justin Jefferson,2022,23,MIN,17,17,15,WR
Davante Adams,2022,30,LVR,17,17,14,WR
CeeDee Lamb,2022,23,DAL,17,17,14,WR
DeVonta Smith,2022,24,PHI,17,17,13,WR
Amon-Ra St. Brown,2022,23,DET,16,16,13,WR
Jaylen Waddle,2022,24,MIA,17,17,12,WR
Brandon Aiyuk,2022,24,SFO,17,17,11,WR
Ja'Marr Chase,2022,22,CIN,12,12,11,WR
Amari Cooper,2022,28,CLE,17,17,11,WR
Tee Higgins,2022,23,CIN,16,14,10,WR
Christian Kirk,2022,26,JAX,17,17,10,WR
D.K. Metcalf,2022,25,SEA,17,17,10,WR
Gabriel Davis,2022,23,BUF,15,15,9,WR
Tyler Lockett,2022,30,SEA,16,16,9,WR
Drake London,2022,21,ATL,17,15,9,WR
Terry McLaurin,2022,27,WAS,17,17,9,WR
Donovan Peoples-Jones,2022,23,CLE,17,14,9,WR
JuJu Smith-Schuster,2022,26,KAN,16,14,9,WR
Tyler Boyd,2022,28,CIN,16,14,8,WR
Zay Jones,2022,27,JAX,16,15,8,WR
Cooper Kupp,2022,29,LAR,9,9,8,WR
Allen Lazard,2022,27,GNB,15,15,8,WR
D.J. Moore,2022,25,CAR,17,17,8,WR
Chris Olave,2022,22,NOR,15,9,8,WR
Kalif Raymond,2022,28,DET,17,7,8,WR
Deebo Samuel,2022,26,SFO,13,12,8,WR
Garrett Wilson,2022,22,NYJ,17,12,8,WR
Mike Evans,2022,29,TAM,15,15,7,WR
Chris Godwin,2022,26,TAM,15,13,7,WR
Mack Hollins,2022,29,LVR,17,16,7,WR
Jerry Jeudy,2022,23,DEN,15,14,7,WR
Diontae Johnson,2022,26,PIT,17,17,7,WR
George Pickens,2022,21,PIT,17,12,7,WR
Michael Pittman Jr.,2022,25,IND,16,16,7,WR
Darius Slayton,2022,25,NYG,16,11,7,WR
Christian Watson,2022,23,GNB,14,11,7,WR
Mike Williams,2022,28,LAC,13,13,7,WR
Keenan Allen,2022,30,LAC,10,10,6,WR
Marquise Brown,2022,25,ARI,12,10,6,WR
Noah Brown,2022,26,DAL,16,13,6,WR
Devin Duvernay,2022,25,BAL,14,13,6,WR
DeAndre Hopkins,2022,30,ARI,9,9,6,WR
Richie James,2022,27,NYG,17,4,6,WR
Jakobi Meyers,2022,26,NWE,14,13,6,WR
Darnell Mooney,2022,25,CHI,12,12,6,WR
Josh Palmer,2022,24,LAC,16,11,6,WR
Curtis Samuel,2022,26,WAS,17,12,6,WR
Adam Thielen,2022,32,MIN,17,17,6,WR
Marquez Valdes-Scantling,2022,28,KAN,17,11,6,WR
Olamide Zaccheaus,2022,25,ATL,17,13,6,WR
Parris Campbell,2022,25,IND,17,16,5,WR
DJ Chark,2022,26,DET,11,10,5,WR
Chase Claypool,2022,24,"CHI,PIT",15,11,5,WR
Brandin Cooks,2022,29,HOU,13,13,5,WR
Marvin Jones,2022,32,JAX,16,10,5,WR
Isaiah McKenzie,2022,27,BUF,15,8,5,WR
K.J. Osborn,2022,25,MIN,17,9,5,WR
Josh Reynolds,2022,27,DET,14,11,5,WR
Demarcus Robinson,2022,28,BAL,17,5,5,WR
Courtland Sutton,2022,27,DEN,15,15,5,WR
Kendrick Bourne,2022,27,NWE,16,2,4,WR
Treylon Burks,2022,22,TEN,11,6,4,WR
DeAndre Carter,2022,29,LAC,17,7,4,WR
Randall Cobb,2022,32,GNB,13,3,4,WR
Nico Collins,2022,23,HOU,10,7,4,WR
Corey Davis,2022,27,NYJ,13,10,4,WR
Greg Dortch,2022,24,ARI,16,4,4,WR
Jahan Dotson,2022,22,WAS,12,10,4,WR
Romeo Doubs,2022,22,GNB,13,7,4,WR
